id_venta,fecha,id_cliente,id_producto,id_sucursal,cantidad,precio_unitario,total,descuento,metodo_pago
150,2024-01-10,276,542,2,1,915.81,915.81,0,Efectivo
151,2024-01-10,561,518,3,5,333.28,1583.0799999999997,5,Transferencia
152,2024-01-10,384,548,3,2,669.26,1338.52,0,Transferencia
153,2024-01-10,553,540,1,4,927.04,3337.344,10,Tarjeta
154,2024-01-10,561,533,5,2,400.93,801.86,0,Tarjeta
155,2024-01-11,181,512,5,2,41.0,82.0,0,Efectivo
156,2024-01-11,214,508,2,3,757.81,2159.7585,5,Tarjeta
157,2024-01-11,140,524,4,5,544.3,2721.5,0,Transferencia
158,2024-01-11,401,516,5,4,927.39,3709.56,0,Efectivo
159,2024-01-11,324,550,2,2,281.97,563.94,0,Tarjeta
160,2024-01-11,418,504,2,2,834.86,1669.72,0,Efectivo
161,2024-01-11,449,538,5,6,792.27,4753.62,0,Transferencia
162,2024-01-11,215,544,2,7,454.96,3184.72,0,Transferencia
163,2024-01-11,286,527,1,6,610.96,3665.76,0,Transferencia
164,2024-01-11,423,509,1,7,430.9,2865.4849999999997,5,Tarjeta
165,2024-01-11,156,547,5,1,672.15,604.935,10,Tarjeta
166,2024-01-11,140,516,4,6,927.39,5564.34,0,Tarjeta
167,2024-01-11,454,512,1,3,41.0,123.0,0,Tarjeta
168,2024-01-11,140,531,1,1,25.48,25.48,0,Tarjeta
169,2024-01-11,447,524,5,8,544.3,3918.9599999999996,10,Tarjeta
170,2024-01-12,561,514,3,4,455.26,1821.04,0,Transferencia
171,2024-01-12,337,545,2,8,104.46,835.68,0,Transferencia
172,2024-01-12,389,525,1,4,590.88,2008.992,15,Tarjeta
173,2024-01-12,362,534,3,4,300.55,1202.2,0,Transferencia
174,2024-01-12,316,503,4,4,613.9,2332.8199999999997,5,Efectivo
175,2024-01-12,247,524,3,6,544.3,3265.7999999999997,0,Tarjeta
176,2024-01-12,436,542,5,9,915.81,8242.289999999999,0,Efectivo
177,2024-01-12,268,509,4,5,430.9,2046.7749999999999,5,Tarjeta
178,2024-01-12,192,526,4,8,965.6,7724.8,0,Tarjeta
179,2024-01-12,453,520,3,8,525.63,3994.7879999999996,5,Transferencia
180,2024-01-12,159,540,5,4,927.04,3708.16,0,Efectivo
181,2024-01-13,159,510,1,9,215.86,1748.4660000000003,10,Transferencia
182,2024-01-13,404,519,3,9,574.74,5172.66,0,Tarjeta
183,2024-01-13,269,503,1,5,613.9,3069.5,0,Efectivo
184,2024-01-13,369,524,3,6,544.3,3265.7999999999997,0,Tarjeta
185,2024-01-13,463,505,1,5,181.63,908.15,0,Transferencia
186,2024-01-13,145,503,3,3,613.9,1841.6999999999998,0,Tarjeta
187,2024-01-13,445,527,4,8,610.96,4887.68,0,Tarjeta
188,2024-01-13,281,516,2,9,927.39,8346.51,0,Transferencia
189,2024-01-13,270,549,4,4,595.38,2381.52,0,Tarjeta
190,2024-01-13,456,515,1,9,401.2,3610.7999999999997,0,Efectivo
191,2024-01-13,291,535,5,9,23.94,215.46,0,Transferencia
192,2024-01-13,255,512,4,7,41.0,287.0,0,Tarjeta
193,2024-01-13,522,541,2,8,654.57,4451.076,15,Transferencia
194,2024-01-13,288,544,1,3,454.96,1364.8799999999999,0,Tarjeta
195,2024-01-13,107,526,4,5,965.6,4828.0,0,Transferencia
196,2024-01-13,233,547,3,3,672.15,2016.4499999999998,0,Transferencia
197,2024-01-14,335,534,5,7,300.55,1893.465,10,Efectivo
198,2024-01-14,145,523,1,6,749.85,4499.1,0,Transferencia
199,2024-01-14,414,531,4,3,25.48,76.44,0,Efectivo
200,2024-01-14,349,550,1,9,281.97,2537.7300000000005,0,Transferencia
201,2024-01-14,599,520,3,1,525.63,525.63,0,Transferencia
202,2024-01-14,131,512,2,3,41.0,116.85,5,Tarjeta
203,2024-01-14,123,523,4,7,749.85,5248.95,0,Tarjeta
204,2024-01-14,526,504,1,3,834.86,2504.58,0,Tarjeta
205,2024-01-14,494,523,1,3,749.85,2137.0725,5,Transferencia
206,2024-01-14,260,548,1,2,669.26,1338.52,0,Transferencia
207,2024-01-14,463,548,2,9,669.26,5421.006,10,Efectivo
208,2024-01-14,537,501,1,4,248.62,994.48,0,Efectivo
209,2024-01-14,258,525,5,6,590.88,3368.0159999999996,5,Efectivo
210,2024-01-14,139,502,5,2,686.43,1304.2169999999999,5,Tarjeta
211,2024-01-14,515,530,1,9,173.61,1562.4900000000002,0,Tarjeta
212,2024-01-14,182,503,5,7,613.9,4082.435,5,Efectivo
213,2024-01-15,456,521,4,5,961.56,4807.799999999999,0,Transferencia
214,2024-01-15,358,525,5,7,590.88,4136.16,0,Tarjeta
215,2024-01-15,306,520,1,4,525.63,2102.52,0,Tarjeta
216,2024-01-15,177,549,3,7,595.38,4167.66,0,Efectivo
217,2024-01-15,577,522,4,2,846.09,1607.571,5,Tarjeta
218,2024-01-15,112,521,2,7,961.56,6730.92,0,Efectivo
219,2024-01-15,395,533,1,4,400.93,1363.162,15,Tarjeta
220,2024-01-15,550,538,2,4,792.27,3169.08,0,Transferencia
221,2024-01-15,324,515,3,1,401.2,401.2,0,Transferencia
222,2024-01-15,113,546,2,3,377.11,1131.33,0,Tarjeta
223,2024-01-15,146,515,1,5,401.2,2006.0,0,Efectivo
224,2024-01-15,255,546,1,5,377.11,1791.2725,5,Tarjeta
225,2024-01-15,213,525,3,2,590.88,1122.672,5,Efectivo
226,2024-01-15,333,521,1,4,961.56,3653.9279999999994,5,Tarjeta
227,2024-01-15,117,524,3,1,544.3,489.86999999999995,10,Transferencia
228,2024-01-15,460,505,3,9,181.63,1634.67,0,Transferencia
229,2024-01-15,323,506,1,1,397.15,397.15,0,Tarjeta
230,2024-01-15,454,549,5,6,595.38,3572.2799999999997,0,Tarjeta
231,2024-01-15,288,543,3,7,851.54,5960.78,0,Tarjeta
232,2024-01-15,548,548,1,3,669.26,2007.78,0,Transferencia
233,2024-01-16,444,544,5,1,454.96,454.96,0,Transferencia
234,2024-01-16,465,547,3,7,672.15,4705.05,0,Efectivo
235,2024-01-16,263,523,5,3,749.85,2249.55,0,Tarjeta
236,2024-01-16,596,504,4,6,834.86,4758.701999999999,5,Tarjeta
237,2024-01-16,426,527,4,6,610.96,3665.76,0,Transferencia
238,2024-01-16,567,518,5,4,333.28,1333.12,0,Tarjeta
239,2024-01-16,514,521,3,6,961.56,5769.36,0,Efectivo
240,2024-01-16,555,528,1,4,283.24,1019.6640000000001,10,Tarjeta
241,2024-01-16,174,535,2,8,23.94,162.792,15,Transferencia
242,2024-01-16,333,522,1,9,846.09,7614.81,0,Tarjeta
243,2024-01-17,324,540,2,2,927.04,1854.08,0,Transferencia
244,2024-01-17,582,523,2,7,749.85,4724.055,10,Efectivo
245,2024-01-17,419,503,3,9,613.9,5525.099999999999,0,Efectivo
246,2024-01-17,512,540,5,9,927.04,7926.192,5,Tarjeta
247,2024-01-17,160,550,1,5,281.97,1339.3575,5,Tarjeta
248,2024-01-17,435,510,5,1,215.86,215.86,0,Transferencia
249,2024-01-17,322,525,4,6,590.88,3545.2799999999997,0,Efectivo
250,2024-01-17,137,549,3,8,595.38,4763.04,0,Efectivo
251,2024-01-17,577,508,3,1,757.81,757.81,0,Efectivo
252,2024-01-17,378,511,4,2,572.02,1086.838,5,Efectivo
253,2024-01-17,296,505,1,1,181.63,163.467,10,Tarjeta
254,2024-01-17,504,545,4,5,104.46,496.18499999999995,5,Tarjeta
255,2024-01-17,452,537,1,2,714.23,1428.46,0,Transferencia
256,2024-01-17,584,545,2,4,104.46,417.84,0,Efectivo
257,2024-01-17,342,538,3,1,792.27,792.27,0,Tarjeta
258,2024-01-17,424,529,1,7,303.31,2123.17,0,Tarjeta
259,2024-01-18,319,505,5,8,181.63,1453.04,0,Efectivo
260,2024-01-18,292,509,5,5,430.9,2154.5,0,Tarjeta
261,2024-01-18,117,548,3,2,669.26,1338.52,0,Transferencia
262,2024-01-18,112,502,4,8,686.43,4667.723999999999,15,Transferencia
263,2024-01-18,506,501,4,1,248.62,248.62,0,Efectivo
264,2024-01-18,501,540,1,7,927.04,6164.816,5,Transferencia
265,2024-01-18,494,530,4,1,173.61,173.61,0,Tarjeta
266,2024-01-19,474,511,3,6,572.02,3432.12,0,Transferencia
267,2024-01-19,293,528,1,6,283.24,1614.468,5,Tarjeta
268,2024-01-19,122,544,2,5,454.96,2161.0599999999995,5,Efectivo
269,2024-01-19,574,512,4,2,41.0,82.0,0,Efectivo
270,2024-01-19,220,539,4,2,609.9,1219.8,0,Tarjeta
271,2024-01-19,310,526,1,9,965.6,8690.4,0,Tarjeta
272,2024-01-19,406,513,5,5,843.86,4219.3,0,Transferencia
273,2024-01-19,370,508,4,5,757.81,3410.145,10,Tarjeta
274,2024-01-19,292,528,3,7,283.24,1982.68,0,Efectivo
275,2024-01-19,275,530,4,6,173.61,1041.66,0,Tarjeta
276,2024-01-19,385,509,2,2,430.9,775.62,10,Transferencia
277,2024-01-19,304,539,4,1,609.9,609.9,0,Transferencia
278,2024-01-19,264,531,5,5,25.48,127.4,0,Tarjeta
279,2024-01-19,351,521,4,4,961.56,3846.24,0,Transferencia
280,2024-01-19,327,547,1,3,672.15,2016.4499999999998,0,Transferencia
281,2024-01-19,536,534,4,2,300.55,601.1,0,Efectivo
282,2024-01-19,481,531,5,2,25.48,50.96,0,Tarjeta
283,2024-01-19,560,525,1,4,590.88,2363.52,0,Efectivo
284,2024-01-19,107,512,3,2,41.0,77.89999999999999,5,Efectivo
285,2024-01-20,129,501,1,4,248.62,944.756,5,Transferencia
286,2024-01-20,495,522,2,3,846.09,2538.27,0,Efectivo
287,2024-01-20,133,540,1,9,927.04,8343.36,0,Tarjeta
288,2024-01-20,234,537,3,7,714.23,4999.610000000001,0,Tarjeta
289,2024-01-20,467,547,4,3,672.15,2016.4499999999998,0,Tarjeta
290,2024-01-20,179,501,1,8,248.62,1889.512,5,Efectivo
291,2024-01-20,516,501,1,9,248.62,2237.58,0,Tarjeta
292,2024-01-20,535,542,1,7,915.81,6410.67,0,Tarjeta
293,2024-01-20,559,542,1,6,915.81,5494.86,0,Efectivo
294,2024-01-20,158,521,3,4,961.56,3846.24,0,Efectivo
295,2024-01-20,571,515,5,5,401.2,2006.0,0,Efectivo
296,2024-01-20,126,517,5,8,730.0,5548.0,5,Efectivo
297,2024-01-20,582,522,1,3,846.09,2284.443,10,Transferencia
298,2024-01-20,530,538,3,2,792.27,1426.086,10,Efectivo
299,2024-01-20,326,535,3,3,23.94,64.638,10,Efectivo
300,2024-01-21,385,545,1,7,104.46,658.098,10,Tarjeta
301,2024-01-21,104,516,2,8,927.39,7419.12,0,Tarjeta
302,2024-01-21,565,508,1,1,757.81,757.81,0,Efectivo
303,2024-01-21,199,547,2,7,672.15,4469.7975,5,Efectivo
304,2024-01-21,497,517,1,9,730.0,6570.0,0,Efectivo
305,2024-01-21,589,517,2,3,730.0,2190.0,0,Tarjeta
306,2024-01-21,139,526,2,3,965.6,2896.8,0,Tarjeta
307,2024-01-21,371,513,1,8,843.86,6750.88,0,Efectivo
308,2024-01-21,475,517,2,4,730.0,2920.0,0,Tarjeta
309,2024-01-21,385,538,4,8,792.27,6338.16,0,Tarjeta
310,2024-01-21,257,517,5,5,730.0,3650.0,0,Efectivo
311,2024-01-21,175,548,3,3,669.26,1807.002,10,Tarjeta
312,2024-01-21,472,514,2,4,455.26,1821.04,0,Efectivo
313,2024-01-21,388,545,2,4,104.46,376.056,10,Transferencia
314,2024-01-21,230,506,3,8,397.15,3177.2,0,Transferencia
315,2024-01-22,275,535,2,6,23.94,143.64000000000001,0,Transferencia
316,2024-01-22,562,546,3,7,377.11,2639.77,0,Tarjeta
317,2024-01-22,184,514,1,9,455.26,4097.34,0,Transferencia
318,2024-01-22,122,547,4,6,672.15,4032.8999999999996,0,Tarjeta
319,2024-01-22,559,508,4,3,757.81,2159.7585,5,Efectivo
320,2024-01-22,127,515,5,3,401.2,1143.4199999999998,5,Transferencia
321,2024-01-22,295,527,2,3,610.96,1649.592,10,Tarjeta
322,2024-01-22,437,513,5,2,843.86,1687.72,0,Transferencia
323,2024-01-22,482,549,1,1,595.38,595.38,0,Tarjeta
324,2024-01-22,336,531,4,1,25.48,25.48,0,Tarjeta
325,2024-01-22,540,535,1,4,23.94,95.76,0,Efectivo
326,2024-01-22,192,506,1,3,397.15,1191.4499999999998,0,Tarjeta
327,2024-01-22,577,505,2,5,181.63,908.15,0,Tarjeta
328,2024-01-22,121,522,1,9,846.09,7614.81,0,Transferencia
329,2024-01-22,403,549,4,8,595.38,4763.04,0,Efectivo
330,2024-01-22,564,523,5,9,749.85,6748.650000000001,0,Tarjeta
331,2024-01-22,457,525,4,5,590.88,2954.4,0,Transferencia
332,2024-01-22,543,534,2,8,300.55,2404.4,0,Efectivo
333,2024-01-22,184,526,4,4,965.6,3669.2799999999997,5,Tarjeta
334,2024-01-23,362,547,3,5,672.15,3360.75,0,Transferencia
335,2024-01-23,247,505,5,3,181.63,544.89,0,Efectivo
336,2024-01-23,541,526,3,5,965.6,4828.0,0,Efectivo
337,2024-01-23,553,520,3,3,525.63,1576.8899999999999,0,Efectivo
338,2024-01-23,487,506,2,5,397.15,1886.4624999999999,5,Efectivo
339,2024-01-23,357,506,1,5,397.15,1886.4624999999999,5,Tarjeta
340,2024-01-23,158,550,3,6,281.97,1691.8200000000002,0,Tarjeta
341,2024-01-23,480,518,4,9,333.28,2999.5199999999995,0,Efectivo
342,2024-01-23,522,504,1,1,834.86,709.631,15,Efectivo
343,2024-01-23,115,517,4,6,730.0,4380.0,0,Tarjeta
344,2024-01-23,262,514,4,1,455.26,432.49699999999996,5,Transferencia
345,2024-01-23,545,514,1,6,455.26,2731.56,0,Efectivo
346,2024-01-24,263,513,1,2,843.86,1687.72,0,Tarjeta
347,2024-01-24,420,507,4,8,190.41,1447.116,5,Tarjeta
348,2024-01-24,597,544,2,3,454.96,1364.8799999999999,0,Transferencia
349,2024-01-24,381,515,5,6,401.2,2407.2,0,Tarjeta
350,2024-01-24,380,519,5,6,574.74,3448.44,0,Efectivo
351,2024-01-24,112,543,2,4,851.54,3406.16,0,Tarjeta
352,2024-01-24,374,547,1,5,672.15,3192.7124999999996,5,Efectivo
353,2024-01-24,371,544,4,2,454.96,909.92,0,Tarjeta
354,2024-01-24,592,535,5,8,23.94,191.52,0,Efectivo
355,2024-01-24,308,517,4,7,730.0,4599.0,10,Efectivo
356,2024-01-24,127,535,2,6,23.94,143.64000000000001,0,Tarjeta
357,2024-01-25,172,519,4,7,574.74,4023.1800000000003,0,Efectivo
358,2024-01-25,160,520,2,1,525.63,499.34849999999994,5,Tarjeta
359,2024-01-25,530,536,1,5,206.85,879.1125,15,Tarjeta
360,2024-01-25,573,535,2,7,23.94,167.58,0,Tarjeta
361,2024-01-25,245,532,2,1,429.17,429.17,0,Efectivo
362,2024-01-25,193,548,5,2,669.26,1271.5939999999998,5,Tarjeta
363,2024-01-25,409,544,4,9,454.96,3889.908,5,Transferencia
364,2024-01-25,108,540,5,3,927.04,2642.064,5,Efectivo
365,2024-01-25,179,524,3,6,544.3,3265.7999999999997,0,Transferencia
366,2024-01-25,127,517,2,7,730.0,5110.0,0,Transferencia
367,2024-01-25,274,507,3,9,190.41,1713.69,0,Transferencia
368,2024-01-25,150,543,5,5,851.54,3831.93,10,Transferencia
369,2024-01-25,600,550,4,4,281.97,1015.0920000000001,10,Tarjeta
370,2024-01-26,299,501,5,2,248.62,497.24,0,Transferencia
371,2024-01-26,487,535,4,3,23.94,71.82000000000001,0,Efectivo
372,2024-01-26,449,532,4,5,429.17,2145.85,0,Transferencia
373,2024-01-26,548,536,1,2,206.85,351.645,15,Transferencia
374,2024-01-26,528,513,2,4,843.86,3375.44,0,Transferencia
375,2024-01-26,281,506,5,1,397.15,397.15,0,Tarjeta
376,2024-01-26,124,514,4,4,455.26,1821.04,0,Transferencia
377,2024-01-26,416,537,5,7,714.23,4999.610000000001,0,Transferencia
378,2024-01-26,478,548,5,3,669.26,2007.78,0,Transferencia
379,2024-01-26,487,515,4,8,401.2,3049.12,5,Efectivo
380,2024-01-26,504,547,3,6,672.15,3831.2549999999997,5,Tarjeta
381,2024-01-26,146,504,2,6,834.86,5009.16,0,Tarjeta
382,2024-01-26,115,540,2,1,927.04,927.04,0,Tarjeta
383,2024-01-26,253,516,1,5,927.39,4173.255,10,Efectivo
384,2024-01-26,322,528,1,3,283.24,849.72,0,Transferencia
385,2024-01-26,306,516,1,1,927.39,927.39,0,Efectivo
386,2024-01-27,555,504,2,8,834.86,6010.992,10,Tarjeta
387,2024-01-27,373,545,3,7,104.46,694.6589999999999,5,Tarjeta
388,2024-01-27,482,526,2,7,965.6,6421.24,5,Tarjeta
389,2024-01-27,336,528,2,4,283.24,1132.96,0,Efectivo
390,2024-01-27,440,532,2,6,429.17,2575.02,0,Tarjeta
391,2024-01-27,328,545,2,9,104.46,940.14,0,Transferencia
392,2024-01-27,109,502,3,3,686.43,2059.29,0,Efectivo
393,2024-01-27,266,531,1,9,25.48,217.85399999999998,5,Transferencia
394,2024-01-27,532,503,5,4,613.9,2455.6,0,Tarjeta
395,2024-01-27,544,508,1,5,757.81,3599.5974999999994,5,Tarjeta
396,2024-01-27,419,524,1,7,544.3,3810.0999999999995,0,Efectivo
